dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,1.833000,6.944258,9.661358,0.934411,-0.345255,0.011599,2.950734
0.050000,1.787939,6.952771,9.707216,0.917172,-0.344785,0.009410,2.958984
0.050000,1.743657,6.960763,9.752214,0.899958,-0.344282,0.010066,2.967086
0.050000,1.700159,6.968254,9.796352,0.882764,-0.343864,0.008344,2.975039
0.050000,1.657450,6.975262,9.839632,0.865591,-0.343461,0.008058,2.982839
0.050000,1.615537,6.981809,9.882053,0.848432,-0.343181,0.005601,2.990486
0.050000,1.574423,6.987911,9.923618,0.831292,-0.342806,0.007514,2.997978
0.050000,1.534112,6.993590,9.964326,0.814164,-0.342561,0.004897,3.005313
0.050000,1.494610,6.998862,10.004179,0.797048,-0.342321,0.004795,3.012490
0.050000,1.455920,7.003747,10.043176,0.779942,-0.342112,0.004188,3.019508
0.050000,1.418046,7.008262,10.081318,0.762844,-0.341965,0.002923,3.026367
0.050000,1.380992,7.012425,10.118606,0.745753,-0.341815,0.003000,3.033066
0.050000,1.344760,7.016253,10.155039,0.728669,-0.341680,0.002705,3.039604
0.050000,1.309354,7.019763,10.190618,0.711587,-0.341639,0.000820,3.045981
0.050000,1.274777,7.022970,10.225344,0.694511,-0.341529,0.002211,3.052196
0.050000,1.241032,7.025892,10.259216,0.677434,-0.341536,-0.000146,3.058249
0.050000,1.208120,7.028544,10.292234,0.660360,-0.341481,0.001102,3.064140
0.050000,1.176045,7.030941,10.324398,0.643286,-0.341478,0.000064,3.069870
0.050000,1.144809,7.033097,10.355708,0.626208,-0.341563,-0.001713,3.075438
0.050000,1.114414,7.035029,10.386165,0.609133,-0.341501,0.001252,3.080844
0.050000,1.084862,7.036748,10.415768,0.592051,-0.341641,-0.002799,3.086089
0.050000,1.056153,7.038270,10.444516,0.574968,-0.341664,-0.000470,3.091173
0.050000,1.028292,7.039607,10.472410,0.557878,-0.341785,-0.002416,3.096096
0.050000,1.001277,7.040773,10.499449,0.540789,-0.341777,0.000151,3.100860
0.050000,0.975112,7.041779,10.525634,0.523690,-0.341981,-0.004073,3.105463
0.050000,0.949797,7.042637,10.550963,0.506590,-0.342013,-0.000643,3.109908
0.050000,0.925334,7.043360,10.575437,0.489483,-0.342132,-0.002369,3.114193
0.050000,0.901723,7.043959,10.599056,0.472370,-0.342273,-0.002827,3.118321
0.050000,0.878965,7.044443,10.621818,0.455250,-0.342393,-0.002390,3.122291
0.050000,0.857063,7.044824,10.643725,0.438124,-0.342517,-0.002496,3.126105
0.050000,0.836015,7.045112,10.664774,0.420993,-0.342621,-0.002081,3.129762
0.050000,0.815823,7.045315,10.684967,0.403856,-0.342745,-0.002464,3.133264
0.050000,0.796488,7.045444,10.704303,0.386710,-0.342924,-0.003589,3.136611
0.050000,0.778010,7.045506,10.722781,0.369560,-0.342987,-0.001249,3.139804
0.050000,0.760390,7.045511,10.740401,0.352400,-0.343194,-0.004149,3.142843
0.050000,0.743628,7.045466,10.757162,0.335238,-0.343248,-0.001085,3.145729
0.050000,0.727725,7.045378,10.773066,0.318069,-0.343391,-0.002863,3.148463
0.050000,0.712681,7.045256,10.788110,0.300890,-0.343572,-0.003618,3.151045
0.050000,0.698496,7.045104,10.802296,0.283711,-0.343586,-0.000277,3.153476
0.050000,0.685171,7.044931,10.815622,0.266523,-0.343749,-0.003262,3.155756
0.050000,0.672706,7.044741,10.828088,0.249329,-0.343891,-0.002826,3.157886
0.050000,0.661102,7.044540,10.839695,0.232130,-0.343973,-0.001648,3.159867
0.050000,0.650357,7.044334,10.850442,0.214930,-0.343994,-0.000431,3.161699
0.050000,0.640473,7.044127,10.860327,0.197718,-0.344242,-0.004950,3.163382
0.050000,0.631450,7.043923,10.869353,0.180508,-0.344204,0.000761,3.164917
0.050000,0.623288,7.043727,10.877517,0.163292,-0.344312,-0.002164,3.166304
0.050000,0.615987,7.043542,10.884821,0.146074,-0.344359,-0.000936,3.167544
0.050000,0.609547,7.043372,10.891264,0.128847,-0.344540,-0.003611,3.168637
0.050000,0.603967,7.043218,10.896845,0.111625,-0.344447,0.001849,3.169583
0.050000,0.599249,7.043084,10.901565,0.094396,-0.344580,-0.002657,3.170383
0.050000,0.595393,7.042972,10.905423,0.077164,-0.344651,-0.001416,3.171036
0.050000,0.592370,7.042882,10.908447,0.060494,-0.333399,0.225028,3.171548
0.050000,0.590097,7.042813,10.910721,0.045466,-0.300548,0.657032,3.171933
0.050000,0.588469,7.042764,10.912350,0.032585,-0.257616,0.858636,3.172208
0.050000,0.587376,7.042730,10.913443,0.021865,-0.214415,0.864015,3.172393
0.050000,0.586712,7.042710,10.914108,0.013296,-0.171371,0.860885,3.172506
0.050000,0.586368,7.042699,10.914452,0.006881,-0.128300,0.861418,3.172564
0.050000,0.586237,7.042695,10.914583,0.002620,-0.085214,0.861723,3.172586
0.050000,0.586211,7.042694,10.914609,0.000514,-0.042121,0.861865,3.172590
0.050000,0.586211,7.042694,10.914609,0.000000,-0.010287,0.636682,3.172590
